  R412	O	+ CH2		= CO	+ H2		1.950870e+03
  R446	O	+ S2		= S	+ SO		1.448357e+03
  R414	O	+ CH3		= CH3O			1.053337e+03
  R397	O	+ C2H4		= C2H3	+ OH		2.132937e+02
  R409	O	+ CH2		= CH	+ OH		1.924146e+02
  R322	NH2	+ O		= H	+ HNO		1.837821e+02
  R304	NH	+ O		= NO	+ H		1.272465e+02
  R391	O	+ C2H2		= CO	+ CH2		3.505926e+01
  R395	O	+ C2H3		= C2H2O	+ H		3.068387e+01
  R323	NH2	+ O		= OH	+ NH		2.853913e+01
  R393	O	+ C2H3		= C2H3O			2.433788e+01
  R394	O	+ C2H3		= C2H2	+ OH		2.433788e+01
  R324	NH2	+ O		= H2	+ NO		2.042024e+01
  R422	O	+ CH3O2		= CH3O	+ O2		1.754125e+01
  R305	NH	+ O		= OH	+ N		1.272465e+01
  R390	O	+ C2H2		= H	+ C2HO		3.642432e-01
  R425	O	+ CH4O2		= CH3O2	+ OH		2.555053e-02
  R435	O	+ HCN		= H	+ CNO		1.508127e-02
  R389	O	+ C2H		= CO	+ CH		1.105786e-02
  R430	O	+ CN		= CO	+ N		6.622069e-03
  R436	O	+ HCN		= CO	+ NH		6.463403e-03
  R407	O	+ CH		= OH	+ C		3.644259e-03
  R431	O	+ CNO		= CO	+ NO		2.393107e-03
  R553	SO2	+ O		= SO	+ O2		2.019802e-06
  R438	O	+ HCNO		= CO2	+ NH		1.692589e-06
  R475	OCS	+ O		= CO	+ SO		9.645391e-07
  R432	O	+ CNO		= CN	+ O2		9.011639e-09
  R392	O	+ C2H2N		= CH2O	+ CN		2.392100e-09
  R437	O	+ HCNO		= CNO	+ OH		2.265941e-09
  R125	CS	+ O		= CO	+ S		1.790675e-19
  R555	SO3	+ O		= SO2	+ O2		1.120746e-23
  R429	O	+ CN		= C	+ NO		3.757173e-30
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

************************************************************

O2				PRODUCTION RXS		INT RX RATE	TP = 1.26e+14

  P4	O3			= O2	+ O(1D)		1.050212e+14
  P3	O3			= O2	+ O		1.778950e+13
  R441	O	+ HO2		= OH	+ O2		2.234274e+12
  R192	H	+ O3		= OH	+ O2		3.276177e+11
  M34	O	+ O		= O2			2.615671e+11
  R445	O	+ OH		= O2	+ H		2.497391e+11
  R442	O	+ NO2		= NO	+ O2		8.197152e+10
  R257	HO2	+ HO2		= H2O2	+ O2		3.784737e+10
  M19	HO2	+ HO2		= H2O2	+ O2		3.038253e+10
  R522	OH	+ HO2		= H2O	+ O2		2.433354e+10
  R182	H	+ HO2		= H2	+ O2		1.077237e+10
  R444	O	+ O3		= O2	+ O2		3.575465e+09 (x2)
  R464	O(1D)	+ O2		= O	+ O2		2.601443e+09
  R354	NO	+ O3		= NO2	+ O2		2.056156e+09
  P9	NO3			= NO	+ O2		1.722284e+09
  T12	HNO4			= O2	+ HNO2		5.476324e+08
  R443	O	+ NO3		= NO2	+ O2		4.982766e+08
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	2.733709e+08
  R261	HO2	+ O3		= OH	+ O2	+ O2	2.365687e+08 (x2)
  R525	OH	+ O3		= HO2	+ O2		5.874475e+07
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	4.446606e+07
  T6	NO3			= NO	+ O2		6.466785e+06
  R545	SO	+ O3		= SO2	+ O2		4.293092e+06
  R570	S	+ HO2		= HS	+ O2		4.218099e+06
  R465	O(1D)	+ O3		= O2	+ O2		2.835553e+06 (x2)
  R466	O(1D)	+ O3		= O2	+ O	+ O	2.835553e+06
  R420	O	+ CH3O		= CH3	+ O2		9.578973e+05
  R251	HO2	+ C2H5		= C2H6	+ O2		4.121358e+05
  R470	O3	+ CH3		= CH3O	+ O2		2.260626e+05
  R440	O	+ HNO4		= HNO3	+ O2		7.499965e+04
  R537	S	+ O3		= O2	+ SO		7.359731e+04
  R377	NO2	+ O3		= NO3	+ O2		7.166626e+04
  R551	SO2	+ HO2		= HSO2	+ O2		6.940756e+04
  R269	HS	+ O3		= O2	+ HSO		6.899794e+04
  T1	O3			= O2	+ O		6.304148e+04
  R469	O3	+ C2H5		= C2H5O	+ O2		1.214533e+04
  R459	O(1D)	+ N2O		= O2	+ N2		4.063606e+03
  R271	HSO	+ O3		= HS	+ O2	+ O2	3.984597e+03 (x2)
  R462	O(1D)	+ NO		= O2	+ N		3.082221e+03
  R376	NO2	+ NO3		= NO	+ NO2	+ O2	1.917378e+03
  R216	HSO	+ O3		= HSO2	+ O2		1.707684e+03
  R294	N	+ O3		= NO	+ O2		1.248993e+03
  R463	O(1D)	+ NO2		= O2	+ NO		3.905419e+02
  R471	O3	+ CH3O		= CH3O2	+ O2		1.533847e+02
  R422	O	+ CH3O2		= CH3O	+ O2		1.754125e+01
  R254	HO2	+ CH3O2		= CH4O2	+ O2		7.888111e+00
  R258	HO2	+ NH2		= NH3	+ O2		1.097538e+00
  R500	OH	+ CH3O2		= CH4O	+ O2		8.044217e-01
  R387	NO3	+ NO3		= NO2	+ NO2	+ O2	3.930969e-01
  R384	NO3	+ CH3O2		= CH3O	+ NO2	+ O2	7.743595e-04
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	5.082951e-06 (x2)
  R553	SO2	+ O		= SO	+ O2		2.019802e-06
  R432	O	+ CNO		= CN	+ O2		9.011639e-09
  R244	HO2	+ C2H2		= C2H3	+ O2		4.068577e-11
  R85	CH3O2	+ CH3O2		= CH3O	+ CH3O	+ O2	1.700267e-11
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	1.037451e-11
  T2	HO2			= O2	+ H		1.662654e-13
  R156	H	+ CH3O2		= CH4	+ O2		1.136725e-14
  R555	SO3	+ O		= SO2	+ O2		1.120746e-23
  R126	CS	+ O3		= O2	+ OCS		1.600228e-24

O2				LOSS RXS		INT RX RATE	TL = 1.26e+14

  M35	O	+ O2		= O3			1.231443e+14
  M17	H	+ O2		= HO2			2.201678e+12
  R645	O2	+ CHO2		= HO2	+ CO2		5.398545e+11
  P1	O2			= O	+ O		9.227994e+10
  P2	O2			= O	+ O(1D)		6.534374e+10
  R118	CHO	+ O2		= CO	+ HO2		3.727215e+10
  R464	O(1D)	+ O2		= O	+ O2		2.601443e+09
  R6	C	+ O2		= CO	+ O		4.181657e+08
  R81	CH3O	+ O2		= CH2O	+ HO2		2.729509e+08
  M4	CH3	+ O2		= CH3O2			2.555035e+08
  R275	HSO3	+ O2		= HO2	+ SO3		1.897038e+08
  R273	HSO2	+ O2		= HO2	+ SO2		1.846171e+08
  R536	S	+ O2		= SO	+ O		3.888069e+07
  R26	C2H5O	+ O2		= C2H4O	+ HO2		4.688870e+06
  R544	SO	+ O2		= SO2	+ O		4.129733e+06
  M21	HS	+ O2		= HSO2			2.996115e+06
  R558	HSO	+ O2		= OH	+ SO2		4.373506e+05
  R293	N	+ O2		= NO	+ O		7.957512e+02
  R268	HS	+ O2		= SO	+ OH		5.375920e+01
  R306	NH	+ O2		= OH	+ NO		9.334520e+00
  R562	SO21	+ O2		= O	+ SO3		1.414888e-02
  R307	NH	+ O2		= O	+ HNO		1.910717e-06
  R540	CS	+ O2		= OCS	+ O		1.063899e-24
  R89	CH3S	+ O2		= CH3	+ SO2		0.000000e+00

************************************************************

O3				PRODUCTION RXS		INT RX RATE	TP = 1.23e+14

  M35	O	+ O2		= O3			1.231443e+14

O3				LOSS RXS		INT RX RATE	TL = 1.23e+14

  P4	O3			= O2	+ O(1D)		1.050212e+14
  P3	O3			= O2	+ O		1.778950e+13
  R192	H	+ O3		= OH	+ O2		3.276177e+11
  R444	O	+ O3		= O2	+ O2		3.575465e+09
  R354	NO	+ O3		= NO2	+ O2		2.056156e+09
  R261	HO2	+ O3		= OH	+ O2	+ O2	2.365687e+08
  R525	OH	+ O3		= HO2	+ O2		5.874475e+07
  R545	SO	+ O3		= SO2	+ O2		4.293092e+06
  R465	O(1D)	+ O3		= O2	+ O2		2.835553e+06
  R466	O(1D)	+ O3		= O2	+ O	+ O	2.835553e+06
  R470	O3	+ CH3		= CH3O	+ O2		2.260626e+05
  R537	S	+ O3		= O2	+ SO		7.359731e+04
  R377	NO2	+ O3		= NO3	+ O2		7.166626e+04
  R269	HS	+ O3		= O2	+ HSO		6.899794e+04
  T1	O3			= O2	+ O		6.304148e+04
  R469	O3	+ C2H5		= C2H5O	+ O2		1.214533e+04
  R271	HSO	+ O3		= HS	+ O2	+ O2	3.984597e+03
  R216	HSO	+ O3		= HSO2	+ O2		1.707684e+03
  R294	N	+ O3		= NO	+ O2		1.248993e+03
  R471	O3	+ CH3O		= CH3O2	+ O2		1.533847e+02
  R325	NH2	+ O3		= H2O	+ NO2		1.220174e+00
  R468	O3	+ C2H4		= CH2O	+ CH2O2		6.230523e-01
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	5.082951e-06
  R421	O3	+ C2H2		= CO	+ CH2O2		6.673980e-07
  R126	CS	+ O3		= O2	+ OCS		1.600228e-24
  R90	CH3S	+ O3		= CH3O	+ SO2		0.000000e+00

************************************************************

O(1D)				PRODUCTION RXS		INT RX RATE	TP = 1.05e+14

  P4	O3			= O2	+ O(1D)		1.050212e+14
  P37	CO2			= CO	+ O(1D)		8.650148e+10
  P2	O2			= O	+ O(1D)		6.534374e+10
  P11	N2O			= N2	+ O(1D)		2.132021e+07
  P17	HNO3			= HNO2	+ O(1D)		4.464552e+05

O(1D)				LOSS RXS		INT RX RATE	TL = 1.05e+14

  R458	O(1D)	+ N2		= O	+ N2		7.521911e+13
  R454	O(1D)	+ CO2		= CO2	+ O		2.995086e+13
  R464	O(1D)	+ O2		= O	+ O2		2.601443e+09
  R455	O(1D)	+ H2		= H	+ OH		2.933508e+08
  R456	O(1D)	+ H2O		= OH	+ OH		1.812588e+08
  M36	O(1D)	+ N2		= N2O			2.133097e+07
  R465	O(1D)	+ O3		= O2	+ O2		2.835553e+06
  R466	O(1D)	+ O3		= O2	+ O	+ O	2.835553e+06
  R450	O(1D)	+ CH4		= CH3	+ OH		1.992861e+06
  R449	O(1D)	+ CH4		= CH3O	+ H		5.290782e+05
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.322696e+05
  R448	O(1D)	+ C2H6		= C2H5	+ OH		1.310315e+04
  R460	O(1D)	+ N2O		= NO	+ NO		6.363097e+03
  R459	O(1D)	+ N2O		= O2	+ N2		4.063606e+03
  R462	O(1D)	+ NO		= O2	+ N		3.082221e+03
  R453	O(1D)	+ CH4O		= CH3O	+ OH		6.288767e+02
  R463	O(1D)	+ NO2		= O2	+ NO		3.905419e+02
  R452	O(1D)	+ CH4O		= CH3O2	+ H		1.347593e+02
  R447	O(1D)	+ C2H4		= C2H3	+ OH		4.685355e-03
  R457	O(1D)	+ HCNO		= CO2	+ NH		1.055645e-03
  R461	O(1D)	+ NH3		= OH	+ NH2		4.973753e-06
  R467	O(1D)	+ OCS		= CO	+ SO		1.276631e-11

************************************************************

N2				PRODUCTION RXS		INT RX RATE	TP = 7.52e+13

  R458	O(1D)	+ N2		= O	+ N2		7.521911e+13
  P11	N2O			= N2	+ O(1D)		2.132021e+07
  R291	N	+ NO		= O	+ N2		1.053237e+05
  R459	O(1D)	+ N2O		= O2	+ N2		4.063606e+03
  R320	NH2	+ NO		= H2O	+ N2		5.908449e+00
  R201	NH	+ NO		= OH	+ N2		5.436309e-02
  R296	N2O	+ C		= CO	+ N2		1.330157e-02
  M25	N	+ N		= N2			6.948186e-03
  R351	NO	+ CNO		= CO2	+ N2		2.521612e-03
  R352	NO	+ CNO		= CO	+ N2	+ O	1.073084e-03
  R289	N	+ NH		= N2	+ H		3.151701e-06
  R298	N2O	+ CN		= N2	+ CNO		6.263921e-08
  R373	NO2	+ CN		= CO2	+ N2		4.589006e-08
  R284	N	+ CN		= C	+ N2		9.568942e-12
  T4	N2O			= N2	+ O		3.651359e-21
  P67	N2H2			= N2	+ H2		7.668334e-22
  R643	N2H3	+ N2H3		= NH3	+ NH3	+ N2	2.017983e-22

N2				LOSS RXS		INT RX RATE	TL = 7.52e+13

  R458	O(1D)	+ N2		= O	+ N2		7.521911e+13
  M36	O(1D)	+ N2		= N2O			2.133097e+07
  R5	C	+ N2		= CN	+ N		7.735756e-39
  P39	N2			= N	+ N		0.000000e+00

************************************************************

CO2				PRODUCTION RXS		INT RX RATE	TP = 3.30e+13

  R454	O(1D)	+ CO2		= CO2	+ O		2.995086e+13
  R511	OH	+ CO		= CO2	+ H		2.430140e+12
  R645	O2	+ CHO2		= HO2	+ CO2		5.398545e+11
  M31	O	+ CO		= CO2			5.474961e+10
  R505	OH	+ CHO2		= CO2	+ H2O		2.084655e+10
  R428	O	+ CHO2		= CO2	+ OH		2.762421e+09
  R427	O	+ CHO		= CO2	+ H		7.197029e+08
  R370	NO2	+ CHO		= NO	+ CO2	+ H	6.408114e+08
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	3.458803e+06
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	3.077656e+06
  T49	CHO2			= CO2	+ H		1.682321e+01
  R337	NO	+ C2HO		= HCN	+ CO2		1.071097e-01
  R360	NO2	+ C2HO		= CO2	+ HCNO		2.434593e-02
  R351	NO	+ CNO		= CO2	+ N2		2.521612e-03
  R374	NO2	+ CNO		= CO2	+ N2O		1.148565e-03
  R457	O(1D)	+ HCNO		= CO2	+ NH		1.055645e-03
  R438	O	+ HCNO		= CO2	+ NH		1.692589e-06
  R373	NO2	+ CN		= CO2	+ N2		4.589006e-08
  R473	OCS	+ OH		= CO2	+ HS		1.310273e-08
  T15	CH2O2			= CO2	+ H2		1.024670e-23

CO2				LOSS RXS		INT RX RATE	TL = 3.30e+13

  R454	O(1D)	+ CO2		= CO2	+ O		2.995086e+13
  P36	CO2			= CO	+ O		2.967661e+12
  P37	CO2			= CO	+ O(1D)		8.650148e+10
  R572	S	+ CO2		= SO	+ CO		8.419752e+07
  R123	CO2	+ CH2		= CH2O	+ CO		2.478318e+05
  R165	H	+ CO2		= CO	+ OH		2.528011e+01
  R124	CO2	+ CN		= CNO	+ CO		1.033088e-19

************************************************************

OH				PRODUCTION RXS		INT RX RATE	TP = 3.43e+12

  R441	O	+ HO2		= OH	+ O2		2.234274e+12
  R192	H	+ O3		= OH	+ O2		3.276177e+11
  R259	HO2	+ NO		= OH	+ NO2		2.539171e+11
  P6	H2O			= H	+ OH		1.892226e+11
  R180	H	+ HO2		= OH	+ OH		1.124073e+11 (x2)
  P7	H2O2			= OH	+ OH		5.345314e+10 (x2)
  R189	H	+ NO2		= OH	+ NO		5.326268e+10
  P5	HO2			= O	+ OH		1.167335e+10
  R439	O	+ HNO		= OH	+ NO		5.777647e+09
  P14	HNO2			= NO	+ OH		4.195612e+09
  R369	NO2	+ CHO		= NO	+ CO	+ OH	3.982382e+09
  R428	O	+ CHO2		= CO2	+ OH		2.762421e+09
  M16	H	+ O		= OH			1.998676e+09
  R167	H	+ H2O2		= OH	+ H2O		7.483638e+08
  P15	HNO3			= NO2	+ OH		7.234788e+08
  R426	O	+ CHO		= CO	+ OH		7.197029e+08
  P19	HNO4			= NO3	+ OH		6.152164e+08
  R433	O	+ H2		= H	+ OH		2.949652e+08
  R455	O(1D)	+ H2		= H	+ OH		2.933508e+08
  T17	CH3O2			= CH2O	+ OH		2.553345e+08
  R261	HO2	+ O3		= OH	+ O2	+ O2	2.365687e+08
  R153	H	+ CH3O		= CH3	+ OH		2.102036e+08
  R456	O(1D)	+ H2O		= OH	+ OH		1.812588e+08 (x2)
  R413	O	+ CH2O		= CHO	+ OH		1.335463e+08
  R575	HSO	+ H		= HS	+ OH		1.216571e+08
  R434	O	+ H2O2		= OH	+ HO2		4.472116e+07
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	4.446606e+07
  R263	HS	+ HO2		= OH	+ HSO		3.516093e+07
  R190	H	+ NO3		= OH	+ NO2		1.483807e+07
  R424	O	+ CH4O		= CH3O	+ OH		6.111584e+06
  R274	HSO3	+ O		= OH	+ SO3		5.661163e+06
  R571	S	+ HO2		= SO	+ OH		4.218099e+06
  R578	HSO	+ O		= OH	+ SO		3.994972e+06
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	3.077656e+06
  R401	O	+ C2H4O		= C2H3O	+ OH		2.888566e+06
  R419	O	+ CH3O		= CH2O	+ OH		2.682113e+06
  R450	O(1D)	+ CH4		= CH3	+ OH		1.992861e+06
  T53	HSO3			= OH	+ SO2		1.934607e+06
  R423	O	+ CH4		= CH3	+ OH		1.138781e+06
  R404	O	+ C2H5		= C2H4	+ OH		1.113454e+06
  R175	H	+ HNO2		= OH	+ HNO		9.396600e+05
  R558	HSO	+ O2		= OH	+ SO2		4.373506e+05
  R406	O	+ C2H6		= C2H5	+ OH		2.934360e+05
  R231	H2S	+ O		= OH	+ HS		1.448438e+05
  P27	CH2O2			= CHO	+ OH		4.826729e+04
  R166	H	+ H2O		= H2	+ OH		2.515422e+04
  R448	O(1D)	+ C2H6		= C2H5	+ OH		1.310315e+04
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	2.836850e+03
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	2.082708e+03
  R453	O(1D)	+ CH4O		= CH3O	+ OH		6.288767e+02
  R397	O	+ C2H4		= C2H3	+ OH		2.132937e+02
  R409	O	+ CH2		= CH	+ OH		1.924146e+02
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	7.173626e+01
  R268	HS	+ O2		= SO	+ OH		5.375920e+01
  T37	C2H5O			= C2H4	+ OH		3.528424e+01
  R323	NH2	+ O		= OH	+ NH		2.853913e+01
  R165	H	+ CO2		= CO	+ OH		2.528011e+01
  R394	O	+ C2H3		= C2H2	+ OH		2.433788e+01
  R305	NH	+ O		= OH	+ N		1.272465e+01
  R306	NH	+ O2		= OH	+ NO		9.334520e+00
  R554	SO3	+ H		= OH	+ SO2		4.509685e+00
  T48	CHO2			= CO	+ OH		4.120689e+00
  P24	CH4O2			= CH3O	+ OH		3.347768e+00
  R155	H	+ CH3O2		= CH3O	+ OH		2.906465e+00
  R215	H2O	+ C2H		= C2H2	+ OH		9.330095e-01
  R173	H	+ HNO		= OH	+ NH		1.008603e-01
  R201	NH	+ NO		= OH	+ N2		5.436309e-02
  R425	O	+ CH4O2		= CH3O2	+ OH		2.555053e-02
  R303	NH	+ NO2		= OH	+ N2O		2.255997e-02
  R220	H2O	+ CNO		= HCNO	+ OH		6.438024e-03
  R248	HO2	+ C2H4		= C2H4O	+ OH		5.217112e-03
  R447	O(1D)	+ C2H4		= C2H3	+ OH		4.685355e-03
  R407	O	+ CH		= OH	+ C		3.644259e-03
  R217	H2O	+ C2H5		= C2H6	+ OH		1.817048e-03
  R319	NH2	+ H2O		= OH	+ NH3		1.145582e-03
  R219	H2O	+ CN		= HCN	+ OH		1.097886e-04
  T31	C2H3O			= C2H2	+ OH		4.285424e-05
  R461	O(1D)	+ NH3		= OH	+ NH2		4.973753e-06
  R342	NO	+ CH		= CN	+ OH		4.446422e-06
  R245	HO2	+ C2H2		= C2H2O	+ OH		1.696852e-06
  R45	CH2	+ CH3O		= C2H4	+ OH		1.045218e-06
  T3	H2O2			= OH	+ OH		5.726477e-09 (x2)
  R437	O	+ HCNO		= CNO	+ OH		2.265941e-09
  T10	HNO3			= OH	+ NO2		3.578825e-10
  T9	HNO2			= OH	+ NO		3.284358e-10
  T23	CH4O2			= CH3O	+ OH		1.801043e-14
  R287	N	+ H2O		= OH	+ NH		1.916852e-24
  T20	CH4O			= CH3	+ OH		2.524592e-25
  R188	H	+ NO		= OH	+ N		1.175839e-26
  R122	CO	+ CH3		= C2H2	+ OH		7.585085e-36
  R214	H2O	+ C		= CH	+ OH		1.566041e-38

OH				LOSS RXS		INT RX RATE	TL = 3.43e+12

  R511	OH	+ CO		= CO2	+ H		2.430140e+12
  M39	OH	+ CO		= CHO2			5.616191e+11
  R445	O	+ OH		= O2	+ H		2.497391e+11
  R512	OH	+ H2		= H2O	+ H		1.084647e+11
  R522	OH	+ HO2		= H2O	+ O2		2.433354e+10
  R505	OH	+ CHO2		= CO2	+ H2O		2.084655e+10
  R513	OH	+ H2O2		= H2O	+ HO2		8.696852e+09
  R493	OH	+ CH2O		= CHO	+ H2O		8.258978e+09
  M42	OH	+ NO		= HNO2			3.778890e+09
  R504	OH	+ CHO		= CO	+ H2O		2.742542e+09
  R519	OH	+ HNO		= H2O	+ NO		1.487380e+09
  M18	H	+ OH		= H2O			1.064472e+09
  M43	OH	+ NO2		= HNO3			1.019442e+09
  R501	OH	+ CH4		= CH3	+ H2O		7.608822e+08
  M47	SO	+ OH		= HSO2			6.245465e+08
  R502	OH	+ CH4O		= CH3O	+ H2O		4.487900e+08
  M50	SO2	+ OH		= HSO3			3.966776e+08
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	2.733709e+08
  R528	OH	+ SO		= SO2	+ H		2.031875e+08
  R520	OH	+ HNO2		= H2O	+ NO2		1.056084e+08
  R491	OH	+ C2H6		= C2H5	+ H2O		6.879320e+07
  R525	OH	+ O3		= HO2	+ O2		5.874475e+07
  M41	OH	+ HNO3		= H2O	+ NO3		4.038440e+07
  R232	H2S	+ OH		= H2O	+ HS		3.801201e+07
  M44	OH	+ OH		= H2O2			1.884659e+07 (x2)
  R489	OH	+ C2H4O		= C2H3O	+ H2O		1.360839e+07
  R574	HSO	+ OH		= H2O	+ SO		6.634653e+06
  R566	HSO3	+ OH		= H2O	+ SO3		6.411204e+06
  R526	OH	+ OH		= H2O	+ O		5.979674e+06 (x2)
  R524	OH	+ NO3		= HO2	+ NO2		2.533757e+06
  R499	OH	+ CH3O		= CH2O	+ H2O		1.310833e+06
  R527	OH	+ S		= H	+ SO		7.920076e+05
  R490	OH	+ C2H5		= C2H4	+ H2O		4.972389e+05
  M38	OH	+ C2H4		= C2H5O			1.730163e+05
  R295	N	+ OH		= NO	+ H		4.066427e+04
  R483	OH	+ C2H2O		= CO	+ CH3O		3.497944e+04
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	2.592680e+04
  R494	OH	+ CH2O2		= CHO2	+ H2O		2.443181e+04
  R496	OH	+ CH3		= CH2	+ H2O		1.198872e+04
  R487	OH	+ C2H3O		= C2H2O	+ H2O		1.176199e+04
