  R404	O	+ C2H5		= C2H4	+ OH		1.161568e+06
  R434	O	+ H2O2		= OH	+ HO2		1.056465e+06
  R419	O	+ CH3O		= CH2O	+ OH		8.519468e+05
  R406	O	+ C2H6		= C2H5	+ OH		3.124919e+05
  R420	O	+ CH3O		= CH3	+ O2		3.042667e+05
  R398	O	+ C2H4		= CH3	+ CHO		1.942931e+05
  R400	O	+ C2H4		= CH2O	+ CH2		1.470571e+05
  R440	O	+ HNO4		= HNO3	+ O2		1.071837e+05
  R396	O	+ C2H4		= C2H3O	+ H		7.938030e+04
  R231	H2S	+ O		= OH	+ HS		5.709031e+04
  R408	O	+ CH		= CO	+ H		2.194739e+04
  M26	N	+ O		= NO			2.065203e+04
  R446	O	+ S2		= S	+ SO		1.805780e+04
  R411	O	+ CH2		= CO	+ H	+ H	1.331852e+04
  R399	O	+ C2H4		= C2H2O	+ H2		1.134004e+04
  R412	O	+ CH2		= CO	+ H2		8.102098e+03
  R414	O	+ CH3		= CH3O			5.330849e+03
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	2.448273e+03
  R322	NH2	+ O		= H	+ HNO		1.000688e+03
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	9.539482e+02
  R409	O	+ CH2		= CH	+ OH		7.991111e+02
  R304	NH	+ O		= NO	+ H		4.543233e+02
  R323	NH2	+ O		= OH	+ NH		1.553947e+02
  R324	NH2	+ O		= H2	+ NO		1.111876e+02
  R397	O	+ C2H4		= C2H3	+ OH		8.590965e+01
  R305	NH	+ O		= OH	+ N		4.543233e+01
  R391	O	+ C2H2		= CO	+ CH2		3.814939e+01
  R422	O	+ CH3O2		= CH3O	+ O2		3.567630e+01
  R395	O	+ C2H3		= C2H2O	+ H		1.069536e+01
  R393	O	+ C2H3		= C2H3O			9.113935e+00
  R394	O	+ C2H3		= C2H2	+ OH		9.113935e+00
  R390	O	+ C2H2		= H	+ C2HO		1.663003e-01
  R389	O	+ C2H		= CO	+ CH		2.413010e-02
  R435	O	+ HCN		= H	+ CNO		1.853638e-02
  R430	O	+ CN		= CO	+ N		1.780101e-02
  R407	O	+ CH		= OH	+ C		1.516706e-02
  R436	O	+ HCN		= CO	+ NH		7.944162e-03
  R425	O	+ CH4O2		= CH3O2	+ OH		4.978544e-03
  R431	O	+ CNO		= CO	+ NO		1.026090e-03
  R438	O	+ HCNO		= CO2	+ NH		2.382419e-06
  R553	SO2	+ O		= SO	+ O2		5.835831e-07
  R475	OCS	+ O		= CO	+ SO		4.043667e-07
  R392	O	+ C2H2N		= CH2O	+ CN		1.133069e-08
  R437	O	+ HCNO		= CNO	+ OH		1.155522e-09
  R432	O	+ CNO		= CN	+ O2		7.488163e-10
  R125	CS	+ O		= CO	+ S		6.498177e-19
  R555	SO3	+ O		= SO2	+ O2		1.404685e-24
  R429	O	+ CN		= C	+ NO		3.839048e-32
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

************************************************************

O2				PRODUCTION RXS		INT RX RATE	TP = 5.57e+13

  P4	O3			= O2	+ O(1D)		4.504893e+13
  P3	O3			= O2	+ O		7.447422e+12
  R441	O	+ HO2		= OH	+ O2		1.930764e+12
  R442	O	+ NO2		= NO	+ O2		5.418593e+11
  R192	H	+ O3		= OH	+ O2		2.682409e+11
  R445	O	+ OH		= O2	+ H		2.480819e+11
  M34	O	+ O		= O2			2.178952e+11
  R354	NO	+ O3		= NO2	+ O2		1.019581e+10
  P9	NO3			= NO	+ O2		4.825218e+09
  R522	OH	+ HO2		= H2O	+ O2		2.978412e+09
  R257	HO2	+ HO2		= H2O2	+ O2		1.988150e+09
  R464	O(1D)	+ O2		= O	+ O2		1.310969e+09
  R444	O	+ O3		= O2	+ O2		1.198132e+09 (x2)
  R182	H	+ HO2		= H2	+ O2		9.927070e+08
  R443	O	+ NO3		= NO2	+ O2		7.702286e+08
  M19	HO2	+ HO2		= H2O2	+ O2		7.464775e+08
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	5.139877e+08
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.246198e+08 (x2)
  R525	OH	+ O3		= HO2	+ O2		2.665862e+07
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	2.514441e+07
  T12	HNO4			= O2	+ HNO2		1.680151e+07
  R545	SO	+ O3		= SO2	+ O2		3.588314e+06
  T6	NO3			= NO	+ O2		1.213737e+06
  R465	O(1D)	+ O3		= O2	+ O2		6.358789e+05 (x2)
  R466	O(1D)	+ O3		= O2	+ O	+ O	6.358789e+05
  R570	S	+ HO2		= HS	+ O2		5.169187e+05
  R470	O3	+ CH3		= CH3O	+ O2		3.803837e+05
  R420	O	+ CH3O		= CH3	+ O2		3.042667e+05
  R377	NO2	+ O3		= NO3	+ O2		1.594469e+05
  R537	S	+ O3		= O2	+ SO		1.347945e+05
  R440	O	+ HNO4		= HNO3	+ O2		1.071837e+05
  R462	O(1D)	+ NO		= O2	+ N		1.890118e+04
  R376	NO2	+ NO3		= NO	+ NO2	+ O2	1.423494e+04
  R251	HO2	+ C2H5		= C2H6	+ O2		1.321245e+04
  R469	O3	+ C2H5		= C2H5O	+ O2		5.099704e+03
  R269	HS	+ O3		= O2	+ HSO		4.059544e+03
  R463	O(1D)	+ NO2		= O2	+ NO		2.775870e+03
  R294	N	+ O3		= NO	+ O2		1.140442e+03
  R551	SO2	+ HO2		= HSO2	+ O2		1.060068e+03
  R459	O(1D)	+ N2O		= O2	+ N2		6.759728e+02
  R271	HSO	+ O3		= HS	+ O2	+ O2	2.661588e+02 (x2)
  T1	O3			= O2	+ O		2.440090e+02
  R216	HSO	+ O3		= HSO2	+ O2		1.140680e+02
  R471	O3	+ CH3O		= CH3O2	+ O2		9.982781e+01
  R422	O	+ CH3O2		= CH3O	+ O2		3.567630e+01
  R258	HO2	+ NH2		= NH3	+ O2		1.037740e+01
  R387	NO3	+ NO3		= NO2	+ NO2	+ O2	1.799944e+00
  R254	HO2	+ CH3O2		= CH4O2	+ O2		9.567496e-01
  R500	OH	+ CH3O2		= CH4O	+ O2		5.531061e-01
  R384	NO3	+ CH3O2		= CH3O	+ NO2	+ O2	2.545821e-03
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	3.850684e-06 (x2)
  R553	SO2	+ O		= SO	+ O2		5.835831e-07
  R432	O	+ CNO		= CN	+ O2		7.488163e-10
  R85	CH3O2	+ CH3O2		= CH3O	+ CH3O	+ O2	1.224180e-11
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	7.469574e-12
  R244	HO2	+ C2H2		= C2H3	+ O2		1.865993e-14
  R156	H	+ CH3O2		= CH4	+ O2		2.216120e-16
  T2	HO2			= O2	+ H		2.947126e-18
  R555	SO3	+ O		= SO2	+ O2		1.404685e-24
  R126	CS	+ O3		= O2	+ OCS		5.055487e-25

O2				LOSS RXS		INT RX RATE	TL = 5.57e+13

  M35	O	+ O2		= O3			5.277615e+13
  M17	H	+ O2		= HO2			2.303006e+12
  R645	O2	+ CHO2		= HO2	+ CO2		4.668214e+11
  P1	O2			= O	+ O		8.814308e+10
  P2	O2			= O	+ O(1D)		6.513899e+10
  R118	CHO	+ O2		= CO	+ HO2		2.831512e+10
  R464	O(1D)	+ O2		= O	+ O2		1.310969e+09
  R6	C	+ O2		= CO	+ O		4.180774e+08
  R273	HSO2	+ O2		= HO2	+ SO2		3.751408e+08
  R275	HSO3	+ O2		= HO2	+ SO3		2.546612e+08
  M4	CH3	+ O2		= CH3O2			1.899177e+08
  R81	CH3O	+ O2		= CH2O	+ HO2		7.270353e+07
  R536	S	+ O2		= SO	+ O		4.741655e+07
  R544	SO	+ O2		= SO2	+ O		8.662499e+05
  R26	C2H5O	+ O2		= C2H4O	+ HO2		3.525222e+05
  M21	HS	+ O2		= HSO2			8.523755e+04
  R558	HSO	+ O2		= OH	+ SO2		1.336129e+04
  R293	N	+ O2		= NO	+ O		1.459426e+03
  R306	NH	+ O2		= OH	+ NO		4.218800e+01
  R268	HS	+ O2		= SO	+ OH		1.679675e+00
  R562	SO21	+ O2		= O	+ SO3		4.801670e-02
  R307	NH	+ O2		= O	+ HNO		8.401904e-06
  R540	CS	+ O2		= OCS	+ O		6.406305e-25
  R89	CH3S	+ O2		= CH3	+ SO2		0.000000e+00

************************************************************

O3				PRODUCTION RXS		INT RX RATE	TP = 5.28e+13

  M35	O	+ O2		= O3			5.277615e+13

O3				LOSS RXS		INT RX RATE	TL = 5.28e+13

  P4	O3			= O2	+ O(1D)		4.504893e+13
  P3	O3			= O2	+ O		7.447422e+12
  R192	H	+ O3		= OH	+ O2		2.682409e+11
  R354	NO	+ O3		= NO2	+ O2		1.019581e+10
  R444	O	+ O3		= O2	+ O2		1.198132e+09
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.246198e+08
  R525	OH	+ O3		= HO2	+ O2		2.665862e+07
  R545	SO	+ O3		= SO2	+ O2		3.588314e+06
  R465	O(1D)	+ O3		= O2	+ O2		6.358789e+05
  R466	O(1D)	+ O3		= O2	+ O	+ O	6.358789e+05
  R470	O3	+ CH3		= CH3O	+ O2		3.803837e+05
  R377	NO2	+ O3		= NO3	+ O2		1.594469e+05
  R537	S	+ O3		= O2	+ SO		1.347945e+05
  R469	O3	+ C2H5		= C2H5O	+ O2		5.099704e+03
  R269	HS	+ O3		= O2	+ HSO		4.059544e+03
  R294	N	+ O3		= NO	+ O2		1.140442e+03
  R271	HSO	+ O3		= HS	+ O2	+ O2	2.661588e+02
  T1	O3			= O2	+ O		2.440090e+02
  R216	HSO	+ O3		= HSO2	+ O2		1.140680e+02
  R471	O3	+ CH3O		= CH3O2	+ O2		9.982781e+01
  R325	NH2	+ O3		= H2O	+ NO2		3.257903e+00
  R468	O3	+ C2H4		= CH2O	+ CH2O2		1.103384e-01
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	3.850684e-06
  R421	O3	+ C2H2		= CO	+ CH2O2		2.953202e-08
  R126	CS	+ O3		= O2	+ OCS		5.055487e-25
  R90	CH3S	+ O3		= CH3O	+ SO2		0.000000e+00

************************************************************

O(1D)				PRODUCTION RXS		INT RX RATE	TP = 4.52e+13

  P4	O3			= O2	+ O(1D)		4.504893e+13
  P37	CO2			= CO	+ O(1D)		8.664643e+10
  P2	O2			= O	+ O(1D)		6.513899e+10
  P11	N2O			= N2	+ O(1D)		7.477589e+06
  P17	HNO3			= HNO2	+ O(1D)		4.260393e+06

O(1D)				LOSS RXS		INT RX RATE	TL = 4.52e+13

  R458	O(1D)	+ N2		= O	+ N2		3.232936e+13
  R454	O(1D)	+ CO2		= CO2	+ O		1.286920e+13
  R464	O(1D)	+ O2		= O	+ O2		1.310969e+09
  R455	O(1D)	+ H2		= H	+ OH		8.124647e+08
  R456	O(1D)	+ H2O		= OH	+ OH		3.872011e+07
  M36	O(1D)	+ N2		= N2O			7.461015e+06
  R450	O(1D)	+ CH4		= CH3	+ OH		3.521053e+06
  R449	O(1D)	+ CH4		= CH3O	+ H		9.347927e+05
  R465	O(1D)	+ O3		= O2	+ O2		6.358789e+05
  R466	O(1D)	+ O3		= O2	+ O	+ O	6.358789e+05
  R451	O(1D)	+ CH4		= CH2O	+ H2		2.336982e+05
  R462	O(1D)	+ NO		= O2	+ N		1.890118e+04
  R448	O(1D)	+ C2H6		= C2H5	+ OH		1.244184e+04
  R463	O(1D)	+ NO2		= O2	+ NO		2.775870e+03
  R460	O(1D)	+ N2O		= NO	+ NO		1.058489e+03
  R459	O(1D)	+ N2O		= O2	+ N2		6.759728e+02
  R453	O(1D)	+ CH4O		= CH3O	+ OH		1.055737e+02
  R452	O(1D)	+ CH4O		= CH3O2	+ H		2.262294e+01
  R447	O(1D)	+ C2H4		= C2H3	+ OH		6.923004e-03
  R457	O(1D)	+ HCNO		= CO2	+ NH		1.056799e-03
  R461	O(1D)	+ NH3		= OH	+ NH2		2.733901e-05
  R467	O(1D)	+ OCS		= CO	+ SO		4.307212e-12

************************************************************

N2				PRODUCTION RXS		INT RX RATE	TP = 3.23e+13

  R458	O(1D)	+ N2		= O	+ N2		3.232936e+13
  P11	N2O			= N2	+ O(1D)		7.477589e+06
  R291	N	+ NO		= O	+ N2		1.720454e+06
  R459	O(1D)	+ N2O		= O2	+ N2		6.759728e+02
  R320	NH2	+ NO		= H2O	+ N2		3.991517e+02
  R201	NH	+ NO		= OH	+ N2		1.749542e+00
  M25	N	+ N		= N2			3.090806e-02
  R296	N2O	+ C		= CO	+ N2		1.105626e-02
  R351	NO	+ CNO		= CO2	+ N2		7.649916e-03
  R352	NO	+ CNO		= CO	+ N2	+ O	3.357955e-03
  R289	N	+ NH		= N2	+ H		3.642743e-05
  R373	NO2	+ CN		= CO2	+ N2		3.470279e-08
  R298	N2O	+ CN		= N2	+ CNO		5.421937e-09
  R284	N	+ CN		= C	+ N2		1.589686e-10
  P67	N2H2			= N2	+ H2		2.365548e-19
  R643	N2H3	+ N2H3		= NH3	+ NH3	+ N2	6.225127e-20
  T4	N2O			= N2	+ O		1.052879e-21

N2				LOSS RXS		INT RX RATE	TL = 3.23e+13

  R458	O(1D)	+ N2		= O	+ N2		3.232936e+13
  M36	O(1D)	+ N2		= N2O			7.461015e+06
  R5	C	+ N2		= CN	+ N		2.736694e-39
  P39	N2			= N	+ N		0.000000e+00

************************************************************

CO2				PRODUCTION RXS		INT RX RATE	TP = 1.59e+13

  R454	O(1D)	+ CO2		= CO2	+ O		1.286920e+13
  R511	OH	+ CO		= CO2	+ H		2.518266e+12
  R645	O2	+ CHO2		= HO2	+ CO2		4.668214e+11
  R505	OH	+ CHO2		= CO2	+ H2O		2.870310e+10
  M31	O	+ CO		= CO2			2.772590e+10
  R428	O	+ CHO2		= CO2	+ OH		7.483277e+09
  R427	O	+ CHO		= CO2	+ H		6.174556e+08
  R370	NO2	+ CHO		= NO	+ CO2	+ H	3.465987e+08
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	1.277484e+07
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	4.006175e+05
  T49	CHO2			= CO2	+ H		2.195552e+02
  R337	NO	+ C2HO		= HCN	+ CO2		1.368108e-01
  R351	NO	+ CNO		= CO2	+ N2		7.649916e-03
  R360	NO2	+ C2HO		= CO2	+ HCNO		4.464931e-03
  R457	O(1D)	+ HCNO		= CO2	+ NH		1.056799e-03
  R374	NO2	+ CNO		= CO2	+ N2O		3.740085e-04
  R438	O	+ HCNO		= CO2	+ NH		2.382419e-06
  R373	NO2	+ CN		= CO2	+ N2		3.470279e-08
  R473	OCS	+ OH		= CO2	+ HS		2.915588e-09
  T15	CH2O2			= CO2	+ H2		6.959199e-26

CO2				LOSS RXS		INT RX RATE	TL = 1.59e+13

  R454	O(1D)	+ CO2		= CO2	+ O		1.286920e+13
  P36	CO2			= CO	+ O		2.972294e+12
  P37	CO2			= CO	+ O(1D)		8.664643e+10
  R572	S	+ CO2		= SO	+ CO		2.638878e+09
  R123	CO2	+ CH2		= CH2O	+ CO		1.924629e+05
  R165	H	+ CO2		= CO	+ OH		1.290674e+01
  R124	CO2	+ CN		= CNO	+ CO		2.039907e-20

************************************************************

OH				PRODUCTION RXS		INT RX RATE	TP = 3.51e+12

  R441	O	+ HO2		= OH	+ O2		1.930764e+12
  R259	HO2	+ NO		= OH	+ NO2		8.392554e+11
  R192	H	+ O3		= OH	+ O2		2.682409e+11
  P6	H2O			= H	+ OH		1.883706e+11
  R189	H	+ NO2		= OH	+ NO		1.405727e+11
  R439	O	+ HNO		= OH	+ NO		5.380210e+10
  P14	HNO2			= NO	+ OH		3.893575e+10
  R180	H	+ HO2		= OH	+ OH		1.035868e+10 (x2)
  R428	O	+ CHO2		= CO2	+ OH		7.483277e+09
  P5	HO2			= O	+ OH		7.100552e+09
  R369	NO2	+ CHO		= NO	+ CO	+ OH	3.156025e+09
  P15	HNO3			= NO2	+ OH		2.721217e+09
  P7	H2O2			= OH	+ OH		2.645249e+09 (x2)
  M16	H	+ O		= OH			2.457668e+09
  P19	HNO4			= NO3	+ OH		1.131312e+09
  R455	O(1D)	+ H2		= H	+ OH		8.124647e+08
  R433	O	+ H2		= H	+ OH		7.793712e+08
  R426	O	+ CHO		= CO	+ OH		6.174556e+08
  T17	CH3O2			= CH2O	+ OH		1.899140e+08
  R575	HSO	+ H		= HS	+ OH		1.797674e+08
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.246198e+08
  R190	H	+ NO3		= OH	+ NO2		9.066799e+07
  R456	O(1D)	+ H2O		= OH	+ OH		3.872011e+07 (x2)
  R413	O	+ CH2O		= CHO	+ OH		2.932637e+07
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	2.514441e+07
  R274	HSO3	+ O		= OH	+ SO3		1.487763e+07
  R153	H	+ CH3O		= CH3	+ OH		8.072093e+06
  R401	O	+ C2H4O		= C2H3O	+ OH		3.791581e+06
  R167	H	+ H2O2		= OH	+ H2O		3.737530e+06
  R450	O(1D)	+ CH4		= CH3	+ OH		3.521053e+06
  T53	HSO3			= OH	+ SO2		2.494511e+06
  R578	HSO	+ O		= OH	+ SO		1.848270e+06
  R423	O	+ CH4		= CH3	+ OH		1.579759e+06
  R424	O	+ CH4O		= CH3O	+ OH		1.533945e+06
  R175	H	+ HNO2		= OH	+ HNO		1.163434e+06
  R404	O	+ C2H5		= C2H4	+ OH		1.161568e+06
  R434	O	+ H2O2		= OH	+ HO2		1.056465e+06
  R419	O	+ CH3O		= CH2O	+ OH		8.519468e+05
  R571	S	+ HO2		= SO	+ OH		5.169187e+05
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	4.006175e+05
  R406	O	+ C2H6		= C2H5	+ OH		3.124919e+05
  R263	HS	+ HO2		= OH	+ HSO		2.893251e+05
  R231	H2S	+ O		= OH	+ HS		5.709031e+04
  R558	HSO	+ O2		= OH	+ SO2		1.336129e+04
  R166	H	+ H2O		= H2	+ OH		1.266314e+04
  R448	O(1D)	+ C2H6		= C2H5	+ OH		1.244184e+04
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	2.448273e+03
  P27	CH2O2			= CHO	+ OH		1.799599e+03
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	9.539482e+02
  R409	O	+ CH2		= CH	+ OH		7.991111e+02
  R323	NH2	+ O		= OH	+ NH		1.553947e+02
  R453	O(1D)	+ CH4O		= CH3O	+ OH		1.055737e+02
  R397	O	+ C2H4		= C2H3	+ OH		8.590965e+01
  T48	CHO2			= CO	+ OH		5.373501e+01
  R305	NH	+ O		= OH	+ N		4.543233e+01
  R306	NH	+ O2		= OH	+ NO		4.218800e+01
  R554	SO3	+ H		= OH	+ SO2		3.215895e+01
  R165	H	+ CO2		= CO	+ OH		1.290674e+01
  R394	O	+ C2H3		= C2H2	+ OH		9.113935e+00
  R155	H	+ CH3O2		= CH3O	+ OH		3.887537e+00
  R201	NH	+ NO		= OH	+ N2		1.749542e+00
  R268	HS	+ O2		= SO	+ OH		1.679675e+00
  R303	NH	+ NO2		= OH	+ N2O		9.763300e-01
  P24	CH4O2			= CH3O	+ OH		8.336697e-01
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	7.688254e-01
  R173	H	+ HNO		= OH	+ NH		6.340488e-01
  T37	C2H5O			= C2H4	+ OH		7.700122e-02
  R215	H2O	+ C2H		= C2H2	+ OH		1.962127e-02
  R407	O	+ CH		= OH	+ C		1.516706e-02
  R447	O(1D)	+ C2H4		= C2H3	+ OH		6.923004e-03
  R425	O	+ CH4O2		= CH3O2	+ OH		4.978544e-03
  R217	H2O	+ C2H5		= C2H6	+ OH		7.449525e-04
  R220	H2O	+ CNO		= HCNO	+ OH		2.595233e-04
  R319	NH2	+ H2O		= OH	+ NH3		8.893773e-05
  R342	NO	+ CH		= CN	+ OH		5.720528e-05
  R248	HO2	+ C2H4		= C2H4O	+ OH		2.774171e-05
  R461	O(1D)	+ NH3		= OH	+ NH2		2.733901e-05
  R219	H2O	+ CN		= HCN	+ OH		2.188512e-05
  T31	C2H3O			= C2H2	+ OH		3.355949e-06
  R45	CH2	+ CH3O		= C2H4	+ OH		6.514138e-08
  R245	HO2	+ C2H2		= C2H2O	+ OH		4.561733e-09
  R437	O	+ HCNO		= CNO	+ OH		1.155522e-09
  T9	HNO2			= OH	+ NO		5.184139e-10
  T10	HNO3			= OH	+ NO2		5.636517e-11
  T3	H2O2			= OH	+ OH		2.814656e-12 (x2)
  T23	CH4O2			= CH3O	+ OH		4.559430e-16
  T20	CH4O			= CH3	+ OH		1.174789e-25
  R188	H	+ NO		= OH	+ N		1.015303e-25
  R287	N	+ H2O		= OH	+ NH		1.990822e-26
  R122	CO	+ CH3		= C2H2	+ OH		9.217372e-36
  R214	H2O	+ C		= CH	+ OH		1.722990e-40

OH				LOSS RXS		INT RX RATE	TL = 3.51e+12

  R511	OH	+ CO		= CO2	+ H		2.518266e+12
  M39	OH	+ CO		= CHO2			5.122338e+11
  R445	O	+ OH		= O2	+ H		2.480819e+11
  R512	OH	+ H2		= H2O	+ H		1.502110e+11
  M42	OH	+ NO		= HNO2			3.924922e+10
  R505	OH	+ CHO2		= CO2	+ H2O		2.870310e+10
  M47	SO	+ OH		= HSO2			3.664641e+09
  R522	OH	+ HO2		= H2O	+ O2		2.978412e+09
  M43	OH	+ NO2		= HNO3			2.969800e+09
  R519	OH	+ HNO		= H2O	+ NO		2.244027e+09
  R528	OH	+ SO		= SO2	+ H		1.180742e+09
  R501	OH	+ CH4		= CH3	+ H2O		6.737118e+08
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	5.139877e+08
  M50	SO2	+ OH		= HSO3			4.392146e+08
  R493	OH	+ CH2O		= CHO	+ H2O		4.071852e+08
  R520	OH	+ HNO2		= H2O	+ NO2		2.929111e+08
  R504	OH	+ CHO		= CO	+ H2O		2.092852e+08
  M18	H	+ OH		= H2O			2.069735e+08
  M41	OH	+ HNO3		= H2O	+ NO3		1.811127e+08
  R513	OH	+ H2O2		= H2O	+ HO2		8.533879e+07
  R502	OH	+ CH4O		= CH3O	+ H2O		5.299306e+07
  R491	OH	+ C2H6		= C2H5	+ H2O		4.015691e+07
  R525	OH	+ O3		= HO2	+ O2		2.665862e+07
  R232	H2S	+ OH		= H2O	+ HS		2.139168e+07
  R489	OH	+ C2H4O		= C2H3O	+ H2O		1.109262e+07
  R524	OH	+ NO3		= HO2	+ NO2		6.921062e+06
  M44	OH	+ OH		= H2O2			5.745312e+06 (x2)
  R526	OH	+ OH		= H2O	+ O		2.431566e+06 (x2)
  R574	HSO	+ OH		= H2O	+ SO		1.733601e+06
  R527	OH	+ S		= H	+ SO		1.669683e+06
  R566	HSO3	+ OH		= H2O	+ SO3		1.553121e+06
  R295	N	+ OH		= NO	+ H		1.259579e+05
  R490	OH	+ C2H5		= C2H4	+ H2O		1.084828e+05
  R483	OH	+ C2H2O		= CO	+ CH3O		1.071176e+05
  M38	OH	+ C2H4		= C2H5O			6.455769e+04
  R499	OH	+ CH3O		= CH2O	+ H2O		2.420349e+04
  R487	OH	+ C2H3O		= C2H2O	+ H2O		1.213979e+04
  R496	OH	+ CH3		= CH2	+ H2O		2.570137e+03
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	1.222415e+03
  R494	OH	+ CH2O2		= CHO2	+ H2O		4.703873e+02
